split,human_positive_row_idx,candidate_positive_row_idx,label,human_origin_id,candidate_origin_id,human_code_sha256,candidate_code_sha256,human_component_id,candidate_component_id,llm_source,pair_sha256
train,328,328,1,299_c61.c,299_c61.c,efb3ad74b196af7d51a947d228154952d9ab9292d3c35bfff907bcbe3aa2fd5b,b0839c26d3c8d303e523cc8cc593b0f3b049aaf6cb6a396beb65b0cee8415d92,c7d0bf3f08fc59e7f0402543fbc7a91c8c5668bd97d2315e6e2c2114c130963a,c7d0bf3f08fc59e7f0402543fbc7a91c8c5668bd97d2315e6e2c2114c130963a,gpt3.5,52df609f461c3bd5b7ff25837524b40fb3fdd2ad74334b7380406827b571ea75
train,328,1232,0,299_c61.c,261_c553.c,efb3ad74b196af7d51a947d228154952d9ab9292d3c35bfff907bcbe3aa2fd5b,eac441b069d9a2f3f4f0600c13b2e9387589ca1adacf3f8fddf5339c3720f237,c7d0bf3f08fc59e7f0402543fbc7a91c8c5668bd97d2315e6e2c2114c130963a,45d7e9e1271f9b38934dda946234847cb2990704b39aea55fd394b94c7fb637e,gpt3.5,1792802dd685f6e8fab9c3ef42ecc0fdf7738224547eea69155eb4bcc1355910
train,1232,1232,1,261_c553.c,261_c553.c,f9a8426570161faba46b859eecf780b5d9c566ca8537d8b3585c5999ba15b33a,eac441b069d9a2f3f4f0600c13b2e9387589ca1adacf3f8fddf5339c3720f237,45d7e9e1271f9b38934dda946234847cb2990704b39aea55fd394b94c7fb637e,45d7e9e1271f9b38934dda946234847cb2990704b39aea55fd394b94c7fb637e,gpt3.5,fd42a2da141868731f1cc826b371f216e1a27d19a57d44ac9b1b0bda1450d33b
train,1232,1208,0,261_c553.c,257_c794.c,f9a8426570161faba46b859eecf780b5d9c566ca8537d8b3585c5999ba15b33a,2eed81401a29e24df9b69771fd780e3a3b0c034db67a2ef84992d9dd6d7bb190,45d7e9e1271f9b38934dda946234847cb2990704b39aea55fd394b94c7fb637e,7acbaad6b7dbe4d27ffb0c8c2e936dad6d06020936002b136413dc50f0148833,gpt3.5,0e1fd5e4a56b7232dc3b90b17042b64a0d40fe55fadd44b33d903dcb7b3059cb
train,1208,1208,1,257_c794.c,257_c794.c,a48f17cf75b502ee79954c6f7e202d0f15901ebdd34b86a2f5faef967965e89d,2eed81401a29e24df9b69771fd780e3a3b0c034db67a2ef84992d9dd6d7bb190,7acbaad6b7dbe4d27ffb0c8c2e936dad6d06020936002b136413dc50f0148833,7acbaad6b7dbe4d27ffb0c8c2e936dad6d06020936002b136413dc50f0148833,gpt3.5,b6d444a7f5b556ed007c8ebb521e6c201e836c22539c59fad08626106bbf053f
train,1208,336,0,257_c794.c,302_c113.c,a48f17cf75b502ee79954c6f7e202d0f15901ebdd34b86a2f5faef967965e89d,cfaaacf9f4cd65d58cdbccf38d1515592ff4faa9b4b21e274cabd893c22a7943,7acbaad6b7dbe4d27ffb0c8c2e936dad6d06020936002b136413dc50f0148833,6167e66f929b6edfd927453f5cc323f9ed55ede7a9a4f431910a23037475977f,gpt3.5,96d7a3b0520b58630e3363cd87f3898556018b7413028e1885b592a29a8ef046
train,336,336,1,302_c113.c,302_c113.c,f5ecc83c78dcaffa940da6e445c41a993db78d3f8584e8bd8db697855f62a48b,cfaaacf9f4cd65d58cdbccf38d1515592ff4faa9b4b21e274cabd893c22a7943,6167e66f929b6edfd927453f5cc323f9ed55ede7a9a4f431910a23037475977f,6167e66f929b6edfd927453f5cc323f9ed55ede7a9a4f431910a23037475977f,gpt3.5,3b2633bba812723aa9fe3fd7dc6a4ce4d737b55449f405248272ec631acf7126
train,336,8,0,302_c113.c,10_c1348.c,f5ecc83c78dcaffa940da6e445c41a993db78d3f8584e8bd8db697855f62a48b,3dd41bcae4e6f379aeb04362bfac66b1ed28931baa1901d00d4d90884790625d,6167e66f929b6edfd927453f5cc323f9ed55ede7a9a4f431910a23037475977f,af38065b75de1db7b5aeae74fde085cd0da3852ea2341e3494f5048779b406eb,gpt3.5,198c63d7c09ee730d3f52481b04c8ecaa580ca755af1cea97c1a33b41ca235d0
train,8,8,1,10_c1348.c,10_c1348.c,317a30962511f9a7ae1f6180f529937c95ac6576e05437e32338095e3dc0117d,3dd41bcae4e6f379aeb04362bfac66b1ed28931baa1901d00d4d90884790625d,af38065b75de1db7b5aeae74fde085cd0da3852ea2341e3494f5048779b406eb,af38065b75de1db7b5aeae74fde085cd0da3852ea2341e3494f5048779b406eb,gpt3.5,2f78374d86469b9bfed8cb7db6762213b0a170ad291c102dbdc4d386f6c7f5e2
train,8,440,0,10_c1348.c,353_c302.c,317a30962511f9a7ae1f6180f529937c95ac6576e05437e32338095e3dc0117d,44b30587c2741f297727455e29c834878f8c48fe342ad51da221d0b952b8f51e,af38065b75de1db7b5aeae74fde085cd0da3852ea2341e3494f5048779b406eb,ce99afb66fc347e9ad3475f3d8548c07ab06ca32e4497d8817220a36f13745a1,gpt3.5,144e215c13511b1b38fee0bf390a1d6688c95460a23d8335999068fe4de1dd70
train,440,440,1,353_c302.c,353_c302.c,4ba9e0fd3688552540c10197aa04e03622b8ca1882837c73d13c58496b7b5248,44b30587c2741f297727455e29c834878f8c48fe342ad51da221d0b952b8f51e,ce99afb66fc347e9ad3475f3d8548c07ab06ca32e4497d8817220a36f13745a1,ce99afb66fc347e9ad3475f3d8548c07ab06ca32e4497d8817220a36f13745a1,gpt3.5,6a1f38059c20867c7e40083c7b9e749b2710e731f2eec5f9219a2688d45077a4
train,440,748,0,353_c302.c,156_c46.c,4ba9e0fd3688552540c10197aa04e03622b8ca1882837c73d13c58496b7b5248,e8587c1b07422815a9fc38d42a34065f6241e55c3a2dd77553046ce821ec078e,ce99afb66fc347e9ad3475f3d8548c07ab06ca32e4497d8817220a36f13745a1,4d30b220f589e9059bcd4b9d8aef62983e730ead5d8b3453b30281f41ba7554d,gpt3.5,cf1c07249f2acdfd5d872a7efd7f5257ff223e98fd3999c19be465d2972bb56d
train,748,748,1,156_c46.c,156_c46.c,c7ac75e1b8cf141d143a5a42737afd4ce60679189fd4606dab7a2211334350a7,e8587c1b07422815a9fc38d42a34065f6241e55c3a2dd77553046ce821ec078e,4d30b220f589e9059bcd4b9d8aef62983e730ead5d8b3453b30281f41ba7554d,4d30b220f589e9059bcd4b9d8aef62983e730ead5d8b3453b30281f41ba7554d,gpt3.5,a984b292ceda9c5b37aa0042b57b4b3d7a8978e74f8e814a603bcd6b57252831
train,748,476,0,156_c46.c,43_c30.c,c7ac75e1b8cf141d143a5a42737afd4ce60679189fd4606dab7a2211334350a7,f74020d066585cbca3e308f8ea34e12de484acb29f3c57c94092728da8882e99,4d30b220f589e9059bcd4b9d8aef62983e730ead5d8b3453b30281f41ba7554d,97fb82623694a81a9af4b0f5909601109e13a620ea4fbfc5ea45a34f17a462c6,gpt3.5,e52dcff016117e173921fc73d15f362d80df45043e0e88a9764bca687df55aaf
train,476,476,1,43_c30.c,43_c30.c,e9fc10d8a1213df16e020b69a81f327dd76bca35a1d91a00d21f95c3c1952236,f74020d066585cbca3e308f8ea34e12de484acb29f3c57c94092728da8882e99,97fb82623694a81a9af4b0f5909601109e13a620ea4fbfc5ea45a34f17a462c6,97fb82623694a81a9af4b0f5909601109e13a620ea4fbfc5ea45a34f17a462c6,gpt3.5,8f23142b8fd695475f7cf4aff055388df777eb9e5b0c21c88a38bd6dd803a568
train,476,1468,0,43_c30.c,31_c471.c,e9fc10d8a1213df16e020b69a81f327dd76bca35a1d91a00d21f95c3c1952236,96dd16dbc24df8ad30badd19eb179bf7dcafbb7c8183b007397055e00dadefac,97fb82623694a81a9af4b0f5909601109e13a620ea4fbfc5ea45a34f17a462c6,ef330f43f212dd51ab4989101952ab58af9c31878f6a32af33adf81ba44cd4d7,gpt3.5,31c84b5c818e55216c280fdd8f4532e8756ab8ff2bf7b2e3664a1e9999d7055d
train,1468,1468,1,31_c471.c,31_c471.c,19144a83d78d78df28f6b259c332eea4630460518b99adfb27f13c34b80816a2,96dd16dbc24df8ad30badd19eb179bf7dcafbb7c8183b007397055e00dadefac,ef330f43f212dd51ab4989101952ab58af9c31878f6a32af33adf81ba44cd4d7,ef330f43f212dd51ab4989101952ab58af9c31878f6a32af33adf81ba44cd4d7,gpt3.5,441e2da69a0ea75f14f7902492f184634e3850550ef8af1bbb43b8cf742b9876
train,1468,32,0,31_c471.c,141_c212.c,19144a83d78d78df28f6b259c332eea4630460518b99adfb27f13c34b80816a2,e971f7ca8637548a3fdf65d6db2a55f4278964f23f0131210330139c7cc21fee,ef330f43f212dd51ab4989101952ab58af9c31878f6a32af33adf81ba44cd4d7,155643d23e6b997dcce277f6620b1fb15fd6e0d34d4440aa80d0931c61990ba8,gpt3.5,69120f3490ad0b1ddbf05c388d9b3d305efcbf9789f97309ff84e24bcb734869
train,32,32,1,141_c212.c,141_c212.c,eff1527c479ce3e8841acb1bacd69cbdd5b6144aab4eaeb3649d6caab1990528,e971f7ca8637548a3fdf65d6db2a55f4278964f23f0131210330139c7cc21fee,155643d23e6b997dcce277f6620b1fb15fd6e0d34d4440aa80d0931c61990ba8,155643d23e6b997dcce277f6620b1fb15fd6e0d34d4440aa80d0931c61990ba8,gpt3.5,b433c50bceb1dff83a1563b0ff3f8da6ae0aff5e5e61bd1a402be47aa08b08cd
train,32,152,0,141_c212.c,213_c6137.c,eff1527c479ce3e8841acb1bacd69cbdd5b6144aab4eaeb3649d6caab1990528,c411e9f9ecfbd8f1077cf9d2a0752c2e078b648201415a68ae4b6bdd30312e67,155643d23e6b997dcce277f6620b1fb15fd6e0d34d4440aa80d0931c61990ba8,53d27d96ba22746fef0ce40c032351009e98a20077432680a98a6c696f207e7e,gpt3.5,2189aacc3ac57b9c5b67d6a25965419c5141a1819a654c95c972e66f1fd956c2
train,152,152,1,213_c6137.c,213_c6137.c,6a3188ec66b51a18a6768c381695052e69f736cb5286ed1a16e5e4146f03d20d,c411e9f9ecfbd8f1077cf9d2a0752c2e078b648201415a68ae4b6bdd30312e67,53d27d96ba22746fef0ce40c032351009e98a20077432680a98a6c696f207e7e,53d27d96ba22746fef0ce40c032351009e98a20077432680a98a6c696f207e7e,gpt3.5,983554c943d4afff1dd8372f714446e43a19e5089a0e5a18411269e8a36b5c61
train,152,192,0,213_c6137.c,225_c2904.c,6a3188ec66b51a18a6768c381695052e69f736cb5286ed1a16e5e4146f03d20d,8c7e97e925f2cccbedc86bd76d02ded0af705b01a3993fa41df8b8544d415a36,53d27d96ba22746fef0ce40c032351009e98a20077432680a98a6c696f207e7e,db3d1a39c1ec33fb16bbae3a09ad4f0a5cb07a84326d39534ea2837331b45b3f,gpt3.5,a417b565a9e78a31f06fc1c2252f8cd9b5163e59b0747c35f63e62e77f170e62
train,192,192,1,225_c2904.c,225_c2904.c,6c93f259a1659a08a0dda3e24618d1678bdc17c80cef778a6b99794973e95446,8c7e97e925f2cccbedc86bd76d02ded0af705b01a3993fa41df8b8544d415a36,db3d1a39c1ec33fb16bbae3a09ad4f0a5cb07a84326d39534ea2837331b45b3f,db3d1a39c1ec33fb16bbae3a09ad4f0a5cb07a84326d39534ea2837331b45b3f,gpt3.5,08817525807571cabab6f24bed75c0812556d41b1d4b9d5c9e865667be02ee22
train,192,1764,0,225_c2904.c,81_c92.c,6c93f259a1659a08a0dda3e24618d1678bdc17c80cef778a6b99794973e95446,37c1474d9321ddfbd664f588f32706c016da4620f20bd29c93b9ba3b29d81757,db3d1a39c1ec33fb16bbae3a09ad4f0a5cb07a84326d39534ea2837331b45b3f,ae3aaf3d23a08d7b510df3092a4450b76a3f04e2a2c4ea59579312e1ca739724,gpt3.5,ca17f4b794cf185a786ae6c4127d0c385b95a2ba4dadb605d6d8339f55fa43d5
train,1764,1764,1,81_c92.c,81_c92.c,1270e172e573b52f98727d19a146046b02480d57d5737b0fc55181b39f6c683b,37c1474d9321ddfbd664f588f32706c016da4620f20bd29c93b9ba3b29d81757,ae3aaf3d23a08d7b510df3092a4450b76a3f04e2a2c4ea59579312e1ca739724,ae3aaf3d23a08d7b510df3092a4450b76a3f04e2a2c4ea59579312e1ca739724,gpt3.5,ba58bd60c333ad659cd32d18bc769f286e44355232752a196ac65b1b1c6881be
train,1764,252,0,81_c92.c,247_c377.c,1270e172e573b52f98727d19a146046b02480d57d5737b0fc55181b39f6c683b,b285375459ee0e4c49c2c1474da05d96fe617651d713a2002d15c7cb87aee222,ae3aaf3d23a08d7b510df3092a4450b76a3f04e2a2c4ea59579312e1ca739724,424e7964d0d956c61971d3a570c4b6ff8b340e003edee572f47a910a80f384d0,gpt3.5,b0df893532604d73a8f6db62ffeb6b1ac66d14e42e045a713c9b13e34ad09919
train,252,252,1,247_c377.c,247_c377.c,0f49502a37c73fda282228d6d6ad78f6c91b83243e6e15fe45855fb120859fba,b285375459ee0e4c49c2c1474da05d96fe617651d713a2002d15c7cb87aee222,424e7964d0d956c61971d3a570c4b6ff8b340e003edee572f47a910a80f384d0,424e7964d0d956c61971d3a570c4b6ff8b340e003edee572f47a910a80f384d0,gpt3.5,57c0b4e87329100701aa08f31bcf6ceb23e7d9b30c34eb8845c2987eace75ebb
train,252,92,0,247_c377.c,179_c2246.c,0f49502a37c73fda282228d6d6ad78f6c91b83243e6e15fe45855fb120859fba,ed3b07bc0a006d6d53f05f3f33044650e77b5c0b569b22c7bf4f85ded1a5dd62,424e7964d0d956c61971d3a570c4b6ff8b340e003edee572f47a910a80f384d0,fb66c4c33110776de7346a8f4ed77c51447c49c86eff5fb296c9c27a2bdaa415,gpt3.5,720f04895b65abac69d259727829377f366a5ee64acd74daa6d4103add1d3f4f
train,92,92,1,179_c2246.c,179_c2246.c,cd6a991753f5b17d4c51c5e70ed6bc016f5ab628a58f49d0cfe0a6f97fee4473,ed3b07bc0a006d6d53f05f3f33044650e77b5c0b569b22c7bf4f85ded1a5dd62,fb66c4c33110776de7346a8f4ed77c51447c49c86eff5fb296c9c27a2bdaa415,fb66c4c33110776de7346a8f4ed77c51447c49c86eff5fb296c9c27a2bdaa415,gpt3.5,b2c2c892f1ac55425744bcd11d241fafeaa9bcdb9d789427093a6c45086d9eed
train,92,236,0,179_c2246.c,242_c4.c,cd6a991753f5b17d4c51c5e70ed6bc016f5ab628a58f49d0cfe0a6f97fee4473,269d2ec6ccea05128e15269e57ff4e96f2c95533f0cc422990b4a03d77cb1299,fb66c4c33110776de7346a8f4ed77c51447c49c86eff5fb296c9c27a2bdaa415,dba54c0a0d85345377936c1f5dcfaa150999ab3abadd085d7855e1635f579df2,gpt3.5,ff6f54339853ff75ba83bbc3b25052516b04e18199a73992a539855c39b97b0b
train,236,236,1,242_c4.c,242_c4.c,a2366c221364a50e90d4ddbea7f3038a4a6c08b937826dcbf906d3762009cc99,269d2ec6ccea05128e15269e57ff4e96f2c95533f0cc422990b4a03d77cb1299,dba54c0a0d85345377936c1f5dcfaa150999ab3abadd085d7855e1635f579df2,dba54c0a0d85345377936c1f5dcfaa150999ab3abadd085d7855e1635f579df2,gpt3.5,177f34fe05628f5819486a9ea37c003405f2704b0c41b2026d50432ee360d20a
train,236,844,0,242_c4.c,180_c6.c,a2366c221364a50e90d4ddbea7f3038a4a6c08b937826dcbf906d3762009cc99,c479c72db6db64af63f48012ed5df753b8bd5be89d2a2808adc08ad539035c1b,dba54c0a0d85345377936c1f5dcfaa150999ab3abadd085d7855e1635f579df2,09c3b6e388e1924e8b963407bd1265fa50f0633322505f86f778cd238a09b7e7,gpt3.5,81855233545d5555d5bb54f8ed870e85e77048d60074e51a4684af2366b53368
train,844,844,1,180_c6.c,180_c6.c,cf05ce10e1b08a310c307b7c1e0c198e214d03427d23dbe788aacecce083ef47,c479c72db6db64af63f48012ed5df753b8bd5be89d2a2808adc08ad539035c1b,09c3b6e388e1924e8b963407bd1265fa50f0633322505f86f778cd238a09b7e7,09c3b6e388e1924e8b963407bd1265fa50f0633322505f86f778cd238a09b7e7,gpt3.5,afd35a03398bf642048213b663a8ba31f1cfae05eb033c369cfdb587a6360f7b
train,844,12,0,180_c6.c,120_c735.c,cf05ce10e1b08a310c307b7c1e0c198e214d03427d23dbe788aacecce083ef47,cd79c99c2dc3aaca018c48ee45e4307dd75dd0e3422c76050f9fa72d42a6e003,09c3b6e388e1924e8b963407bd1265fa50f0633322505f86f778cd238a09b7e7,8519ef9853e4f7dfe01121f330dae28abfecd6ffb09559c3afef0ec1a07b74a3,gpt3.5,81df5cb4f325cecc04eddf2272f2a921b99a46b5fb28a613fd0f60219b1c271c
train,12,12,1,120_c735.c,120_c735.c,1ad3336a51dea26319bdd3ec7e6500ed500d2b1b296dbe0b0ad0943019215773,cd79c99c2dc3aaca018c48ee45e4307dd75dd0e3422c76050f9fa72d42a6e003,8519ef9853e4f7dfe01121f330dae28abfecd6ffb09559c3afef0ec1a07b74a3,8519ef9853e4f7dfe01121f330dae28abfecd6ffb09559c3afef0ec1a07b74a3,gpt3.5,bef2d44d20d37099773660da16355b36810317ae8d16b09342386bfcb310e131
train,12,752,0,120_c735.c,162_c388.c,1ad3336a51dea26319bdd3ec7e6500ed500d2b1b296dbe0b0ad0943019215773,fd2b5cc694e0e72bd0c5b020b2b29f4ea670d6d1988c3fc2580908da1c65dbbc,8519ef9853e4f7dfe01121f330dae28abfecd6ffb09559c3afef0ec1a07b74a3,574187e12857678beed47781a337a0a8c2b82ccce3ee8792082c38bbd8488ced,gpt3.5,1f76e2a0383c0b9cb63355a878cfacefd5db060e1b2eb3137e339137c9e29ebe
train,752,752,1,162_c388.c,162_c388.c,5499f035e25d96bd34d713e602f5a355106754bab9ae4779587b9ed987adcda6,fd2b5cc694e0e72bd0c5b020b2b29f4ea670d6d1988c3fc2580908da1c65dbbc,574187e12857678beed47781a337a0a8c2b82ccce3ee8792082c38bbd8488ced,574187e12857678beed47781a337a0a8c2b82ccce3ee8792082c38bbd8488ced,gpt3.5,4f5473eed52b07352b01c9b1ee0bdc3582a532fb2da1cbf7df8ca8ec88850949
train,752,956,0,162_c388.c,213_c2513.c,5499f035e25d96bd34d713e602f5a355106754bab9ae4779587b9ed987adcda6,af09b09514fa878988f75a3c885c61287e27ef149f0773ef22074b079f4a9c7f,574187e12857678beed47781a337a0a8c2b82ccce3ee8792082c38bbd8488ced,84395e6856ac1dbb7ec242f02660f50e5abce53094b0d49f728e81ec59116568,gpt3.5,9a935f7cfbb6dcace1306d9e115f1016f6a81132f4ec7408032c5d917404c076
train,956,956,1,213_c2513.c,213_c2513.c,1d626fdc3d6d7c17c67349423a40a66b03fe9f7101f32f6ad28d09775a8cd373,af09b09514fa878988f75a3c885c61287e27ef149f0773ef22074b079f4a9c7f,84395e6856ac1dbb7ec242f02660f50e5abce53094b0d49f728e81ec59116568,84395e6856ac1dbb7ec242f02660f50e5abce53094b0d49f728e81ec59116568,gpt3.5,4338debdff93c546140564c066d886a3502923fdee6627d8ee3be0879c593dff
train,956,1164,0,213_c2513.c,242_c162.c,1d626fdc3d6d7c17c67349423a40a66b03fe9f7101f32f6ad28d09775a8cd373,2d18eb42052659368eb9fcf0b166002bad6a478bae8d431272158ceea4ad5ce1,84395e6856ac1dbb7ec242f02660f50e5abce53094b0d49f728e81ec59116568,0bf43931f0950f64733f3824d3e85801e1fe98924f946820d79b09efa39c8bf6,gpt3.5,3260eb9bd56939d39c6599f0bbdf61ab859fd2dbcff4ff4fd802275c097400e1
train,1164,1164,1,242_c162.c,242_c162.c,976193a854355ba34369abe79175753c4d50ae773b79198b6986f9e1281504b0,2d18eb42052659368eb9fcf0b166002bad6a478bae8d431272158ceea4ad5ce1,0bf43931f0950f64733f3824d3e85801e1fe98924f946820d79b09efa39c8bf6,0bf43931f0950f64733f3824d3e85801e1fe98924f946820d79b09efa39c8bf6,gpt3.5,4b4eb9c058288899f5f71e8c87c09049b1f335c285ce8fe06ef8271297c17d2a
train,1164,656,0,242_c162.c,128_c356.c,976193a854355ba34369abe79175753c4d50ae773b79198b6986f9e1281504b0,1e369959347ab3c41c262953e0f9a5d8348db569970acfb21533fd162627c7f9,0bf43931f0950f64733f3824d3e85801e1fe98924f946820d79b09efa39c8bf6,92bea5307da69d14b15dcfa0b99e950c098af63942f07a8592e711441db94e63,gpt3.5,853271c2d3058afcb10485c28334c7f47c4f8e990c4d4ab7a608e05856bdbf5e
train,656,656,1,128_c356.c,128_c356.c,bc98397879f32a319abaa64ef8e4c116fdbee384088949c1616875d5357f1c98,1e369959347ab3c41c262953e0f9a5d8348db569970acfb21533fd162627c7f9,92bea5307da69d14b15dcfa0b99e950c098af63942f07a8592e711441db94e63,92bea5307da69d14b15dcfa0b99e950c098af63942f07a8592e711441db94e63,gpt3.5,fbba5f193fb299c799225fdc3d694a2207434051bb8c7f5d07f8472cabdbe566
train,656,820,0,128_c356.c,179_c2447.c,bc98397879f32a319abaa64ef8e4c116fdbee384088949c1616875d5357f1c98,060157063fd7d99c6f8a6cd83bf5bfd7ff4463d6c7a2a56e36af1943a843ba45,92bea5307da69d14b15dcfa0b99e950c098af63942f07a8592e711441db94e63,ac11aac6106fb4efaddbcb40251d5e07043c1555fd8a8c8ed9a76a8ca1729052,gpt3.5,8414806dce8ab5f53f6a6e6805271e43aec2041c8175741d6ed2beada6fcd992
train,820,820,1,179_c2447.c,179_c2447.c,95524da7c9bc8733521f80630112bcb5e255fc28b26dd9b1177eee4683f7e03c,060157063fd7d99c6f8a6cd83bf5bfd7ff4463d6c7a2a56e36af1943a843ba45,ac11aac6106fb4efaddbcb40251d5e07043c1555fd8a8c8ed9a76a8ca1729052,ac11aac6106fb4efaddbcb40251d5e07043c1555fd8a8c8ed9a76a8ca1729052,gpt3.5,f601c0b8f7cb5aa90cf8876e0b4f00a907f503cdc9d41e5696784e6d94eb6dc3
train,820,1168,0,179_c2447.c,238_c105.c,95524da7c9bc8733521f80630112bcb5e255fc28b26dd9b1177eee4683f7e03c,330a43f6928f51573c48220c7216268a462fba142ed30e09505d81cd55bf7e19,ac11aac6106fb4efaddbcb40251d5e07043c1555fd8a8c8ed9a76a8ca1729052,84d2a221c39806b693667fd30226d3ab30b69590a28c4450606fdd153c9a4872,gpt3.5,3393c45df1b4b592b0d58ad7e93022559da56929125cbeb91a7772c167cd7ebe
train,1168,1168,1,238_c105.c,238_c105.c,7faafc316bdbb189a10c5de0de3de527240b893514bd78a1151872d2a2be61e4,330a43f6928f51573c48220c7216268a462fba142ed30e09505d81cd55bf7e19,84d2a221c39806b693667fd30226d3ab30b69590a28c4450606fdd153c9a4872,84d2a221c39806b693667fd30226d3ab30b69590a28c4450606fdd153c9a4872,gpt3.5,40a584dadf68332aa095fa7488c391f8f341fd8f4fcdf27d2964229910552632
